orig_airport,dest_airport,orig_city,dest_city,total_passengers
PHX,BZN,"Phoenix, AZ","Bozeman, MT",116
GEG,BZN,"Spokane, WA","Bozeman, MT",51
MSO,BZN,"Missoula, MT","Bozeman, MT",80
BTM,BZN,"Butte, MT","Bozeman, MT",14791
HLN,BZN,"Helena, MT","Bozeman, MT",197
DCA,BUF,"Washington, DC","Buffalo, NY",58525
IAD,BUF,"Washington, DC","Buffalo, NY",57978
MCI,BUF,"Kansas City, MO","Buffalo, NY",167
IND,BUF,"Indianapolis, IN","Buffalo, NY",302
MSP,BUF,"Minneapolis, MN","Buffalo, NY",22833
LAX,BUF,"Los Angeles, CA","Buffalo, NY",41
SAT,BUF,"San Antonio, TX","Buffalo, NY",53
BOS,BUF,"Boston, MA","Buffalo, NY",113716
DFW,BUF,"Dallas, TX","Buffalo, NY",6424
DAY,BUF,"Dayton, OH","Buffalo, NY",125
ITH,BUF,"Ithaca, NY","Buffalo, NY",33
DAL,BUF,"Dallas, TX","Buffalo, NY",42
TPA,BUF,"Tampa, FL","Buffalo, NY",71542
ALB,BUF,"Albany, NY","Buffalo, NY",1958
MIA,BUF,"Miami, FL","Buffalo, NY",123
EWR,BUF,"Newark, NJ","Buffalo, NY",93426
IAH,BUF,"Houston, TX","Buffalo, NY",138
ATL,BUF,"Atlanta, GA","Buffalo, NY",328421
BUF,BUF,"Buffalo, NY","Buffalo, NY",181
ORD,BUF,"Chicago, IL","Buffalo, NY",233343
MDW,BUF,"Chicago, IL","Buffalo, NY",124935
DTW,BUF,"Detroit, MI","Buffalo, NY",141666
ELP,BUF,"El Paso, TX","Buffalo, NY",133
ROC,BUF,"Rochester, NY","Buffalo, NY",3406
SAN,BUF,"San Diego, CA","Buffalo, NY",278
LAS,BUF,"Las Vegas, NV","Buffalo, NY",71294
MKE,BUF,"Milwaukee, WI","Buffalo, NY",35
BNA,BUF,"Nashville, TN","Buffalo, NY",186
PNS,BUF,"Pensacola, FL","Buffalo, NY",17
PIT,BUF,"Pittsburgh, PA","Buffalo, NY",393
PVD,BUF,"Providence, RI","Buffalo, NY",399
CVG,BUF,"Cincinnati, OH","Buffalo, NY",39787
MHT,BUF,"Manchester, NH","Buffalo, NY",121
BTV,BUF,"Burlington, VT","Buffalo, NY",1
STL,BUF,"St. Louis, MO","Buffalo, NY",116
AEX,BUF,"Alexandria, LA","Buffalo, NY",97
SUS,BUF,"St. Louis, MO","Buffalo, NY",46
CLT,BUF,"Charlotte, NC","Buffalo, NY",179905
CLE,BUF,"Cleveland, OH","Buffalo, NY",47382
BWI,BUF,"Baltimore, MD","Buffalo, NY",222443
LGA,BUF,"New York, NY","Buffalo, NY",81750
JFK,BUF,"New York, NY","Buffalo, NY",403892
SYR,BUF,"Syracuse, NY","Buffalo, NY",322
PWM,BUF,"Portland, ME","Buffalo, NY",81
SJC,BUF,"San Jose, CA","Buffalo, NY",147
FLL,BUF,"Fort Lauderdale, FL","Buffalo, NY",54309
COS,BUF,"Colorado Springs, CO","Buffalo, NY",167
PHL,BUF,"Philadelphia, PA","Buffalo, NY",117687
ACY,BUF,"Atlantic City, NJ","Buffalo, NY",2511
MYR,BUF,"Myrtle Beach, SC","Buffalo, NY",49
OKC,BUF,"Oklahoma City, OK","Buffalo, NY",22
JAX,BUF,"Jacksonville, FL","Buffalo, NY",123
SFO,BUF,"San Francisco, CA","Buffalo, NY",157
BDL,BUF,"Hartford, CT","Buffalo, NY",2699
CMH,BUF,"Columbus, OH","Buffalo, NY",50
MCO,BUF,"Orlando, FL","Buffalo, NY",180315
HOU,BUF,"Houston, TX","Buffalo, NY",74
MEM,BUF,"Memphis, TN","Buffalo, NY",63
OAK,BUF,"Oakland, CA","Buffalo, NY",140
PHX,BUF,"Phoenix, AZ","Buffalo, NY",42688
RDU,BUF,"Raleigh, NC","Buffalo, NY",40
SEA,BUF,"Seattle, WA","Buffalo, NY",114
GSO,ORD,"Greensboro, NC","Chicago, IL",64881
CVG,ORD,"Cincinnati, OH","Chicago, IL",243642
EVV,ORD,"Evansville, IN","Chicago, IL",47546
BHM,ORD,"Birmingham, AL","Chicago, IL",59420
MDT,ORD,"Harrisburg, PA","Chicago, IL",106791
STL,ORD,"St. Louis, MO","Chicago, IL",530560
BHM,MDW,"Birmingham, AL","Chicago, IL",59918
CHS,ORD,"Charleston, SC","Chicago, IL",59912
STL,MDW,"St. Louis, MO","Chicago, IL",318168
DSM,ORD,"Des Moines, IA","Chicago, IL",194877
BTV,ORD,"Burlington, VT","Chicago, IL",88914
GSP,ORD,"Greenville, SC","Chicago, IL",46086
CVG,MDW,"Cincinnati, OH","Chicago, IL",46
HSV,ORD,"Huntsville, AL","Chicago, IL",14098
AEX,ORD,"Alexandria, LA","Chicago, IL",51
MHT,ORD,"Manchester, NH","Chicago, IL",103035
MHT,MDW,"Manchester, NH","Chicago, IL",155739
DSM,MDW,"Des Moines, IA","Chicago, IL",180
FWA,ORD,"Fort Wayne, IN","Chicago, IL",77192
FWA,MDW,"Fort Wayne, IN","Chicago, IL",34
MDH,ORD,"Carbondale, IL","Chicago, IL",120
EAU,MDW,"Eau Claire, WI","Chicago, IL",73
CKB,ORD,"Clarksburg, WV","Chicago, IL",39
SUS,MDW,"St. Louis, MO","Chicago, IL",85
CRW,ORD,"Charleston, WV","Chicago, IL",18249
EVV,MDW,"Evansville, IN","Chicago, IL",80
LAS,ORD,"Las Vegas, NV","Chicago, IL",698155
SNA,ORD,"Santa Ana, CA","Chicago, IL",357816
SAN,MDW,"San Diego, CA","Chicago, IL",167274
MKE,ORD,"Milwaukee, WI","Chicago, IL",158158
LAS,MDW,"Las Vegas, NV","Chicago, IL",387638
SAN,ORD,"San Diego, CA","Chicago, IL",369842
LEX,ORD,"Lexington, KY","Chicago, IL",61346
BNA,ORD,"Nashville, TN","Chicago, IL",204184
BNA,MDW,"Nashville, TN","Chicago, IL",272495
MKE,MDW,"Milwaukee, WI","Chicago, IL",236
ROC,ORD,"Rochester, NY","Chicago, IL",169271
RST,ORD,"Rochester, MN","Chicago, IL",63894
MQT,ORD,"Marquette, MI","Chicago, IL",9501
PNS,ORD,"Pensacola, FL","Chicago, IL",9503
LAS,PWK,"Las Vegas, NV","Chicago, IL",11
SNA,MDW,"Santa Ana, CA","Chicago, IL",47
PIT,ORD,"Pittsburgh, PA","Chicago, IL",274272
PIT,MDW,"Pittsburgh, PA","Chicago, IL",209068
PVD,ORD,"Providence, RI","Chicago, IL",142712
PVD,MDW,"Providence, RI","Chicago, IL",130354
PVD,PWK,"Providence, RI","Chicago, IL",3
RAP,ORD,"Rapid City, SD","Chicago, IL",14795
DFW,MDW,"Dallas, TX","Chicago, IL",26917
BOS,ORD,"Boston, MA","Chicago, IL",766306
DAL,ORD,"Dallas, TX","Chicago, IL",26578
DFW,ORD,"Dallas, TX","Chicago, IL",900357
DAY,ORD,"Dayton, OH","Chicago, IL",119994
MIE,MDW,"Muncie, IN","Chicago, IL",45
DAY,MDW,"Dayton, OH","Chicago, IL",43
CPR,ORD,"Casper, WY","Chicago, IL",3797
BOS,MDW,"Boston, MA","Chicago, IL",28721
DAL,MDW,"Dallas, TX","Chicago, IL",328
MOB,ORD,"Mobile, AL","Chicago, IL",7162
FAR,ORD,"Fargo, ND","Chicago, IL",43583
AUS,MDW,"Austin, TX","Chicago, IL",62597
ALB,MDW,"Albany, NY","Chicago, IL",69722
TPA,MDW,"Tampa, FL","Chicago, IL",187321
ALB,ORD,"Albany, NY","Chicago, IL",152300
TPA,ORD,"Tampa, FL","Chicago, IL",280933
OMA,ORD,"Omaha, NE","Chicago, IL",268985
OMA,MDW,"Omaha, NE","Chicago, IL",193816
TUL,ORD,"Tulsa, OK","Chicago, IL",141457
MIA,ORD,"Miami, FL","Chicago, IL",581465
CAK,ORD,"Akron, OH","Chicago, IL",37630
FNT,ORD,"Flint, MI","Chicago, IL",45990
MIA,MDW,"Miami, FL","Chicago, IL",13879
RNO,ORD,"Reno, NV","Chicago, IL",54027
AUS,ORD,"Austin, TX","Chicago, IL",226807
RNO,MDW,"Reno, NV","Chicago, IL",42876
TUL,MDW,"Tulsa, OK","Chicago, IL",266
GYY,ORD,"Gary, IN","Chicago, IL",135
RDM,MDW,"Bend, OR","Chicago, IL",51
BTM,MDW,"Butte, MT","Chicago, IL",54
PIA,ORD,"Peoria, IL","Chicago, IL",99201
CWA,ORD,"Wausau, WI","Chicago, IL",43457
EWR,ORD,"Newark, NJ","Chicago, IL",706120
TOL,ORD,"Toledo, OH","Chicago, IL",34774
EWR,MDW,"Newark, NJ","Chicago, IL",13753
TUS,MDW,"Tucson, AZ","Chicago, IL",74574
TUS,ORD,"Tucson, AZ","Chicago, IL",96271
UIN,MDW,"Quincy, IL","Chicago, IL",43
PIA,MDW,"Peoria, IL","Chicago, IL",300
ATL,ORD,"Atlanta, GA","Chicago, IL",697418
ATL,MDW,"Atlanta, GA","Chicago, IL",430005
BUF,ORD,"Buffalo, NY","Chicago, IL",238569
BUF,MDW,"Buffalo, NY","Chicago, IL",129591
BZN,ORD,"Bozeman, MT","Chicago, IL",23504
BZN,MDW,"Bozeman, MT","Chicago, IL",64
IAH,ORD,"Houston, TX","Chicago, IL",512006
HOU,MDW,"Houston, TX","Chicago, IL",201743
EFD,ORD,"Houston, TX","Chicago, IL",139
DTW,ORD,"Detroit, MI","Chicago, IL",628829
DTW,MDW,"Detroit, MI","Chicago, IL",329051
ORD,ORD,"Chicago, IL","Chicago, IL",408
YIP,MDW,"Detroit, MI","Chicago, IL",59
ELP,ORD,"El Paso, TX","Chicago, IL",66431
ORD,MDW,"Chicago, IL","Chicago, IL",249
MDW,ORD,"Chicago, IL","Chicago, IL",516
YIP,ORD,"Detroit, MI","Chicago, IL",24
DBQ,ORD,"Dubuque, IA","Chicago, IL",37419
MDW,MDW,"Chicago, IL","Chicago, IL",28
DBQ,MDW,"Dubuque, IA","Chicago, IL",14
BIL,ORD,"Billings, MT","Chicago, IL",5501
PHX,ORD,"Phoenix, AZ","Chicago, IL",646181
MBS,ORD,"Saginaw, MI","Chicago, IL",33012
RDU,ORD,"Raleigh, NC","Chicago, IL",273665
ROA,ORD,"Roanoke, VA","Chicago, IL",36730
ICT,ORD,"Wichita, KS","Chicago, IL",112438
BFI,MDW,"Seattle, WA","Chicago, IL",52
SEA,ORD,"Seattle, WA","Chicago, IL",623221
RDU,MDW,"Raleigh, NC","Chicago, IL",109775
GEG,ORD,"Spokane, WA","Chicago, IL",35342
ATW,ORD,"Appleton, WI","Chicago, IL",67464
PHX,MDW,"Phoenix, AZ","Chicago, IL",285797
SEA,MDW,"Seattle, WA","Chicago, IL",136096
CAE,ORD,"Columbia, SC","Chicago, IL",42449
ROA,MDW,"Roanoke, VA","Chicago, IL",81
SCF,MDW,"Phoenix, AZ","Chicago, IL",1
TTN,MDW,"Trenton, NJ","Chicago, IL",53
ATW,MDW,"Appleton, WI","Chicago, IL",51
MEM,ORD,"Memphis, TN","Chicago, IL",182533
LAN,ORD,"Lansing, MI","Chicago, IL",35620
MCO,ORD,"Orlando, FL","Chicago, IL",519958
OAK,MDW,"Oakland, CA","Chicago, IL",176467
MSN,ORD,"Madison, WI","Chicago, IL",171099
JAN,MDW,"Jackson, MS","Chicago, IL",44898
JAN,ORD,"Jackson, MS","Chicago, IL",7589
OAK,ORD,"Oakland, CA","Chicago, IL",5133
MCO,MDW,"Orlando, FL","Chicago, IL",331501
MSN,MDW,"Madison, WI","Chicago, IL",71
LNK,ORD,"Lincoln, NE","Chicago, IL",52026
MEM,MDW,"Memphis, TN","Chicago, IL",80
JAC,MDW,"Jackson, WY","Chicago, IL",21
JAC,ORD,"Jackson, WY","Chicago, IL",45851
SFB,ORD,"Orlando, FL","Chicago, IL",127
MFR,MDW,"Medford, OR","Chicago, IL",65
SFB,MDW,"Orlando, FL","Chicago, IL",171
LAR,MDW,"Laramie, WY","Chicago, IL",51
IAH,MDW,"Houston, TX","Chicago, IL",50
LAN,MDW,"Lansing, MI","Chicago, IL",75
CMH,ORD,"Columbus, OH","Chicago, IL",323346
BDL,ORD,"Hartford, CT","Chicago, IL",256946
BDL,MDW,"Hartford, CT","Chicago, IL",101365
HNL,ORD,"Honolulu, HI","Chicago, IL",167630
CMH,MDW,"Columbus, OH","Chicago, IL",232741
GPT,ORD,"Gulfport, MS","Chicago, IL",6624
MSO,ORD,"Missoula, MT","Chicago, IL",5615
MTJ,ORD,"Montrose, CO","Chicago, IL",1937
LCK,ORD,"Columbus, OH","Chicago, IL",136
IND,ORD,"Indianapolis, IN","Chicago, IL",325263
PHL,MDW,"Philadelphia, PA","Chicago, IL",231162
PHL,ORD,"Philadelphia, PA","Chicago, IL",739118
IND,MDW,"Indianapolis, IN","Chicago, IL",120287
SFO,ORD,"San Francisco, CA","Chicago, IL",870344
OKC,ORD,"Oklahoma City, OK","Chicago, IL",109430
MYR,ORD,"Myrtle Beach, SC","Chicago, IL",4031
JAX,ORD,"Jacksonville, FL","Chicago, IL",122978
SFO,MDW,"San Francisco, CA","Chicago, IL",104235
TVC,ORD,"Traverse City, MI","Chicago, IL",73938
OKC,MDW,"Oklahoma City, OK","Chicago, IL",206
ACY,ORD,"Atlantic City, NJ","Chicago, IL",504
MYR,MDW,"Myrtle Beach, SC","Chicago, IL",39
ACY,MDW,"Atlantic City, NJ","Chicago, IL",164
SCE,ORD,"State College, PA","Chicago, IL",57
PHL,PWK,"Philadelphia, PA","Chicago, IL",1
SLC,ORD,"Salt Lake City, UT","Chicago, IL",285047
SLC,MDW,"Salt Lake City, UT","Chicago, IL",101595
PBI,ORD,"West Palm Beach, FL","Chicago, IL",81075
PBI,MDW,"West Palm Beach, FL","Chicago, IL",13
FLL,MDW,"Fort Lauderdale, FL","Chicago, IL",141749
FLL,ORD,"Fort Lauderdale, FL","Chicago, IL",277011
COS,ORD,"Colorado Springs, CO","Chicago, IL",84742
CHO,ORD,"Charlottesville, VA","Chicago, IL",140
ANC,ORD,"Anchorage, AK","Chicago, IL",78075
CLE,MDW,"Cleveland, OH","Chicago, IL",245613
CLT,ORD,"Charlotte, NC","Chicago, IL",523372
CLE,ORD,"Cleveland, OH","Chicago, IL",340616
CMI,ORD,"Champaign, IL","Chicago, IL",67963
BWI,ORD,"Baltimore, MD","Chicago, IL",305191
BKL,MDW,"Cleveland, OH","Chicago, IL",154
BWI,MDW,"Baltimore, MD","Chicago, IL",275175
BWI,PWK,"Baltimore, MD","Chicago, IL",2
CLT,MDW,"Charlotte, NC","Chicago, IL",1076
BKL,ORD,"Cleveland, OH","Chicago, IL",146
ABE,ORD,"Allentown, PA","Chicago, IL",53034
PWM,ORD,"Portland, ME","Chicago, IL",66778
SJC,MDW,"San Jose, CA","Chicago, IL",69766
SJC,ORD,"San Jose, CA","Chicago, IL",156936
RFD,ORD,"Rockford, IL","Chicago, IL",5703
JFK,ORD,"New York, NY","Chicago, IL",272610
RIC,ORD,"Richmond, VA","Chicago, IL",151920
LGA,ORD,"New York, NY","Chicago, IL",1093939
PDX,ORD,"Portland, OR","Chicago, IL",290043
PDX,MDW,"Portland, OR","Chicago, IL",89493
LGA,MDW,"New York, NY","Chicago, IL",93447
SAV,ORD,"Savannah, GA","Chicago, IL",52640
SYR,ORD,"Syracuse, NY","Chicago, IL",153910
AVP,ORD,"Scranton, PA","Chicago, IL",26973
SYR,MDW,"Syracuse, NY","Chicago, IL",65
RFD,MDW,"Rockford, IL","Chicago, IL",35
RIC,MDW,"Richmond, VA","Chicago, IL",103
SAF,MDW,"Santa Fe, NM","Chicago, IL",6
GRB,ORD,"Green Bay, WI","Chicago, IL",105890
GRB,MDW,"Green Bay, WI","Chicago, IL",65
LSE,ORD,"La Crosse, WI","Chicago, IL",41406
LAF,MDW,"Lafayette, IN","Chicago, IL",53
TYS,ORD,"Knoxville, TN","Chicago, IL",81096
FCA,ORD,"Kalispell, MT","Chicago, IL",5461
AZO,ORD,"Kalamazoo, MI","Chicago, IL",56123
LAX,ORD,"Los Angeles, CA","Chicago, IL",1070840
MSP,MDW,"Minneapolis, MN","Chicago, IL",171925
MSP,ORD,"Minneapolis, MN","Chicago, IL",891563
SPI,ORD,"Springfield, IL","Chicago, IL",37279
SAT,ORD,"San Antonio, TX","Chicago, IL",161932
SPI,MDW,"Springfield, IL","Chicago, IL",94
SAT,MDW,"San Antonio, TX","Chicago, IL",65551
LAX,MDW,"Los Angeles, CA","Chicago, IL",236702
FSD,ORD,"Sioux Falls, SD","Chicago, IL",65028
FSD,MDW,"Sioux Falls, SD","Chicago, IL",60
MSY,ORD,"New Orleans, LA","Chicago, IL",163511
SGF,ORD,"Springfield, MO","Chicago, IL",75764
MSY,MDW,"New Orleans, LA","Chicago, IL",36294
SGF,MDW,"Springfield, MO","Chicago, IL",39
GRR,ORD,"Grand Rapids, MI","Chicago, IL",191300
HUF,ORD,"Terre Haute, IN","Chicago, IL",190
HUF,MDW,"Terre Haute, IN","Chicago, IL",50
CID,ORD,"Cedar Rapids, IA","Chicago, IL",154565
CID,MDW,"Cedar Rapids, IA","Chicago, IL",53
XNA,ORD,"Fayetteville, AR","Chicago, IL",82413
FAY,MDW,"Fayetteville, NC","Chicago, IL",76
GRR,MDW,"Grand Rapids, MI","Chicago, IL",141
MCI,ORD,"Kansas City, MO","Chicago, IL",391629
SMF,MDW,"Sacramento, CA","Chicago, IL",77920
MCI,MDW,"Kansas City, MO","Chicago, IL",371250
DCA,ORD,"Washington, DC","Chicago, IL",685592
SHV,ORD,"Shreveport, LA","Chicago, IL",6031
MKC,MDW,"Kansas City, MO","Chicago, IL",308
LIT,ORD,"Little Rock, AR","Chicago, IL",80589
LIT,MDW,"Little Rock, AR","Chicago, IL",40719
IAD,MDW,"Washington, DC","Chicago, IL",212741
IAD,ORD,"Washington, DC","Chicago, IL",330434
ABQ,ORD,"Albuquerque, NM","Chicago, IL",102412
ABQ,MDW,"Albuquerque, NM","Chicago, IL",82651
ILG,MDW,"Wilmington, DE","Chicago, IL",73
SBN,ORD,"South Bend, IN","Chicago, IL",85376
DCA,MDW,"Washington, DC","Chicago, IL",141
BTR,ORD,"Baton Rouge, LA","Chicago, IL",6760
BTR,MDW,"Baton Rouge, LA","Chicago, IL",59
GTF,ORD,"Great Falls, MT","Chicago, IL",1126
BMI,ORD,"Bloomington, IL","Chicago, IL",65990
BMG,ORD,"Bloomington, IN","Chicago, IL",19
CHA,ORD,"Chattanooga, TN","Chicago, IL",17565
CHA,MDW,"Chattanooga, TN","Chicago, IL",23
ILM,ORD,"Wilmington, NC","Chicago, IL",13
SMF,ORD,"Sacramento, CA","Chicago, IL",137742
SUX,MDW,"Sioux City, IA","Chicago, IL",53
UIN,DEC,"Quincy, IL","Decatur, IL",1
STL,DEC,"St. Louis, MO","Decatur, IL",1024
IAH,DRT,"Houston, TX","Del Rio, TX",16059
IAD,DTW,"Washington, DC","Detroit, MI",132549
CHA,DTW,"Chattanooga, TN","Detroit, MI",1081
SBN,DTW,"South Bend, IN","Detroit, MI",71617
DCA,DTW,"Washington, DC","Detroit, MI",343586
LIT,DTW,"Little Rock, AR","Detroit, MI",14593
MCI,DTW,"Kansas City, MO","Detroit, MI",133860
BMI,DTW,"Bloomington, IL","Detroit, MI",19817
SHV,DTW,"Shreveport, LA","Detroit, MI",7855
BMG,YIP,"Bloomington, IN","Detroit, MI",26
ILG,DTW,"Wilmington, DE","Detroit, MI",86
MSP,DTW,"Minneapolis, MN","Detroit, MI",620212
MSP,YIP,"Minneapolis, MN","Detroit, MI",64
SGF,DTW,"Springfield, MO","Detroit, MI",9404
LAX,DTW,"Los Angeles, CA","Detroit, MI",365179
FSD,DTW,"Sioux Falls, SD","Detroit, MI",37
SAT,DTW,"San Antonio, TX","Detroit, MI",79716
MSY,DTW,"New Orleans, LA","Detroit, MI",31438
CID,YIP,"Cedar Rapids, IA","Detroit, MI",57
XNA,DTW,"Fayetteville, AR","Detroit, MI",11607
GRR,DTW,"Grand Rapids, MI","Detroit, MI",215202
CID,DTW,"Cedar Rapids, IA","Detroit, MI",38021
IND,DTW,"Indianapolis, IN","Detroit, MI",211529
BTL,DTW,"Battle Creek, MI","Detroit, MI",37
SLN,YIP,"Salina, KS","Detroit, MI",6
EWR,DTW,"Newark, NJ","Detroit, MI",232931
PIA,DTW,"Peoria, IL","Detroit, MI",24117
CWA,DTW,"Wausau, WI","Detroit, MI",36946
TOL,DTW,"Toledo, OH","Detroit, MI",30548
TUS,DTW,"Tucson, AZ","Detroit, MI",3
FOE,YIP,"Topeka, KS","Detroit, MI",45
FOE,DTW,"Topeka, KS","Detroit, MI",136
MIA,DTW,"Miami, FL","Detroit, MI",140844
ERI,DTW,"Erie, PA","Detroit, MI",59849
FNT,DTW,"Flint, MI","Detroit, MI",108686
APN,DTW,"Alpena, MI","Detroit, MI",12172
ALB,DTW,"Albany, NY","Detroit, MI",96089
OMA,DTW,"Omaha, NE","Detroit, MI",62869
AUS,DTW,"Austin, TX","Detroit, MI",31722
TPA,DTW,"Tampa, FL","Detroit, MI",288429
TUL,DTW,"Tulsa, OK","Detroit, MI",27697
CAK,DTW,"Akron, OH","Detroit, MI",46475
ALB,YIP,"Albany, NY","Detroit, MI",42
RNO,DTW,"Reno, NV","Detroit, MI",255
BGR,DTW,"Bangor, ME","Detroit, MI",31058
DAY,DTW,"Dayton, OH","Detroit, MI",65073
DFW,DTW,"Dallas, TX","Detroit, MI",351458
BOS,DTW,"Boston, MA","Detroit, MI",250001
DLH,DTW,"Duluth, MN","Detroit, MI",23604
ELM,DTW,"Elmira, NY","Detroit, MI",45039
ITH,DTW,"Ithaca, NY","Detroit, MI",18770
DAL,DTW,"Dallas, TX","Detroit, MI",65
OKK,YIP,"Kokomo, IN","Detroit, MI",33
TVC,DTW,"Traverse City, MI","Detroit, MI",78931
JAX,DTW,"Jacksonville, FL","Detroit, MI",73543
PHL,DTW,"Philadelphia, PA","Detroit, MI",343582
OKC,DTW,"Oklahoma City, OK","Detroit, MI",31306
MYR,DTW,"Myrtle Beach, SC","Detroit, MI",49980
OKC,YIP,"Oklahoma City, OK","Detroit, MI",57
SFO,DTW,"San Francisco, CA","Detroit, MI",180212
ACY,DTW,"Atlantic City, NJ","Detroit, MI",1725
IMT,DTW,"Iron Mountain, MI","Detroit, MI",34
SCE,DTW,"State College, PA","Detroit, MI",24587
SCE,YIP,"State College, PA","Detroit, MI",87
TVC,YIP,"Traverse City, MI","Detroit, MI",37
FLL,DTW,"Fort Lauderdale, FL","Detroit, MI",345034
CHO,DTW,"Charlottesville, VA","Detroit, MI",12704
PBI,DTW,"West Palm Beach, FL","Detroit, MI",72388
SLC,DTW,"Salt Lake City, UT","Detroit, MI",71161
CHS,DTW,"Charleston, SC","Detroit, MI",30137
CVG,DTW,"Cincinnati, OH","Detroit, MI",118968
FWA,DTW,"Fort Wayne, IN","Detroit, MI",44118
GSP,DTW,"Greenville, SC","Detroit, MI",42962
CRW,DTW,"Charleston, WV","Detroit, MI",23401
STL,DTW,"St. Louis, MO","Detroit, MI",231016
SUS,YIP,"St. Louis, MO","Detroit, MI",6
MDT,DTW,"Harrisburg, PA","Detroit, MI",68678
GSO,DTW,"Greensboro, NC","Detroit, MI",47435
LUK,YIP,"Cincinnati, OH","Detroit, MI",35
BHM,DTW,"Birmingham, AL","Detroit, MI",46499
SUS,DTW,"St. Louis, MO","Detroit, MI",144
EVV,DTW,"Evansville, IN","Detroit, MI",34673
DSM,DTW,"Des Moines, IA","Detroit, MI",58744
HSV,DTW,"Huntsville, AL","Detroit, MI",25740
MHT,DTW,"Manchester, NH","Detroit, MI",105658
BTV,DTW,"Burlington, VT","Detroit, MI",33430
BGM,DTW,"Binghamton, NY","Detroit, MI",24886
PIT,DTW,"Pittsburgh, PA","Detroit, MI",120530
PVD,DTW,"Providence, RI","Detroit, MI",123451
PIT,YIP,"Pittsburgh, PA","Detroit, MI",224
RAP,DTW,"Rapid City, SD","Detroit, MI",53
MKE,DTW,"Milwaukee, WI","Detroit, MI",191558
LEX,DTW,"Lexington, KY","Detroit, MI",53596
BNA,DTW,"Nashville, TN","Detroit, MI",235627
LAS,DTW,"Las Vegas, NV","Detroit, MI",419972
MQT,DTW,"Marquette, MI","Detroit, MI",34382
MKE,YIP,"Milwaukee, WI","Detroit, MI",55
SAN,DTW,"San Diego, CA","Detroit, MI",80797
LEX,YIP,"Lexington, KY","Detroit, MI",15
ROC,DTW,"Rochester, NY","Detroit, MI",69803
RST,DTW,"Rochester, MN","Detroit, MI",13710
PDX,DTW,"Portland, OR","Detroit, MI",38463
LGA,DTW,"New York, NY","Detroit, MI",510515
JFK,DTW,"New York, NY","Detroit, MI",130627
AVP,DTW,"Scranton, PA","Detroit, MI",27924
ABE,DTW,"Allentown, PA","Detroit, MI",36822
SYR,DTW,"Syracuse, NY","Detroit, MI",104879
RIC,DTW,"Richmond, VA","Detroit, MI",47638
SAV,DTW,"Savannah, GA","Detroit, MI",21700
PWM,DTW,"Portland, ME","Detroit, MI",46721
CLT,DTW,"Charlotte, NC","Detroit, MI",330295
CLE,DTW,"Cleveland, OH","Detroit, MI",90133
BWI,DTW,"Baltimore, MD","Detroit, MI",335028
ANC,DTW,"Anchorage, AK","Detroit, MI",15186
CMI,DTW,"Champaign, IL","Detroit, MI",15806
CMI,YIP,"Champaign, IL","Detroit, MI",121
AVL,DTW,"Asheville, NC","Detroit, MI",30090
GRB,DTW,"Green Bay, WI","Detroit, MI",114026
AZO,DTW,"Kalamazoo, MI","Detroit, MI",70513
TYS,DTW,"Knoxville, TN","Detroit, MI",48446
LAF,YIP,"Lafayette, IN","Detroit, MI",102
LAF,DTW,"Lafayette, IN","Detroit, MI",139
LSE,DTW,"La Crosse, WI","Detroit, MI",19
MEM,DTW,"Memphis, TN","Detroit, MI",224670
MCO,DTW,"Orlando, FL","Detroit, MI",628070
IAH,DTW,"Houston, TX","Detroit, MI",314105
LNK,DTW,"Lincoln, NE","Detroit, MI",11616
MSN,DTW,"Madison, WI","Detroit, MI",150043
LAN,DTW,"Lansing, MI","Detroit, MI",104229
MSN,YIP,"Madison, WI","Detroit, MI",169
JAN,DTW,"Jackson, MS","Detroit, MI",26230
HOU,DTW,"Houston, TX","Detroit, MI",140
EFD,DTW,"Houston, TX","Detroit, MI",124
OAK,DTW,"Oakland, CA","Detroit, MI",54
SEA,DTW,"Seattle, WA","Detroit, MI",210999
RDU,DTW,"Raleigh, NC","Detroit, MI",140147
ATW,DTW,"Appleton, WI","Detroit, MI",42570
PHX,DTW,"Phoenix, AZ","Detroit, MI",405395
ROA,DTW,"Roanoke, VA","Detroit, MI",32212
CAE,DTW,"Columbia, SC","Detroit, MI",26955
ICT,DTW,"Wichita, KS","Detroit, MI",10438
MBS,DTW,"Saginaw, MI","Detroit, MI",100910
BIL,DTW,"Billings, MT","Detroit, MI",178
RDU,YIP,"Raleigh, NC","Detroit, MI",38
BFI,DTW,"Seattle, WA","Detroit, MI",49
CMH,DTW,"Columbus, OH","Detroit, MI",117074
BDL,DTW,"Hartford, CT","Detroit, MI",139004
CMH,YIP,"Columbus, OH","Detroit, MI",37
ESC,DTW,"Escanaba, MI","Detroit, MI",3765
MKG,DTW,"Muskegon, MI","Detroit, MI",20734
GPT,DTW,"Gulfport, MS","Detroit, MI",536
ORD,DTW,"Chicago, IL","Detroit, MI",629359
MDW,DTW,"Chicago, IL","Detroit, MI",303001
ORD,YIP,"Chicago, IL","Detroit, MI",1
MDW,YIP,"Chicago, IL","Detroit, MI",83
ATL,DTW,"Atlanta, GA","Detroit, MI",571355
BUF,DTW,"Buffalo, NY","Detroit, MI",140651
BZN,DTW,"Bozeman, MT","Detroit, MI",1887
RST,DBQ,"Rochester, MN","Dubuque, IA",49
